,evaluation,date,label
1115,國家隊看了都灰心？陸企上半年虧損家數創歷史新高,2015-9-1,-1
1116,《美國經濟》8月芝加哥PMI穩健擴張，就業表現搶眼,2015-9-1,1
1117,亞太電、國碁合併案再次遭NCC程序駁回,2015-10-1,-1
1118,USB Type-C遍地開花？傳蘋果、三星旗艦機明年用,2015-10-1,-1
1119,日GDP恐連2季負成長，葉倫暗酸BOJ貨幣政策行不通,2015-10-1,-1
1120,中鋼董事長改由宋志育擔任,2015-10-1,-1
1121,銅價趨近200個月均線！金融界大咖KKR搶澳洲礦商,2015-10-1,1
1122,不信邪的下場？Sony Z5實測：相機因過熱強制關閉,2015-10-1,-1
1123,《日股》日經續揚大漲1.9%；夏普強彈、Sony大漲,2015-10-1,1
1124,印度製造業PMI摔至7個月新低，GDP保八蒙塵,2015-10-1,1
1125,低利逼死退休基金！日GPIF拚命、將買垃圾債求報酬,2015-10-1,0
1126,驍龍820量產交期提前，傳米5趕年末商戰檔期發表,2015-10-1,-1
1127,挑戰華碩！HTC揮軍日本SIM-Free、2款渴望機打頭陣,2015-10-1,1
1128,中國急了！人行-銀監會連兩年降房貸最低首付比例,2015-10-1,0
1129,ArcelorMittal股價、全球綜合鋼價分創03、04年新低,2015-10-1,-1
1130,新興國家股市悲觀程度破表！巴克萊：買訊浮現,2015-10-1,0
1131,iPhone 6s日本出師不利？開賣3天銷量萎縮16%、Sony樂,2015-10-1,0
1132,沃爾瑪股價連3季收低、海嘯以來最慘，總部驚傳裁員,2015-10-1,-1
1133,台積電、三星遭蘋果玩弄於股掌間 英特爾是下一個？,2015-10-1,0
1134,《日股》日經早盤急拉大漲1.7%；夏普反彈、Sony大漲,2015-10-1,-1
1135,華碩、鴻海強結盟，Zenfone拚在地化，衝搶印度市佔,2015-10-1,0
1136,蘋果賺飽飽！IHS：每賣1支6s Plus、賺1.7萬台幣,2015-10-1,0
1137,財新：中國經濟活動出現2009年以來最顯著放緩跡象,2015-10-1,-1
1138,人行救市未竟全功，PIMCO押注人民幣續貶7%,2015-10-1,0
1139,陸趨緩-嘉能可重挫餘波盪漾，第一中央汽船宣告破產,2015-10-1,-1
1140,陸瞄準資料中心大餅！紫光入股硬碟廠WDC SanDisk樂,2015-10-1,-1
1141,短觀不算太壞、BOJ加碼預期降溫！日圓升-日經漲幅縮,2015-10-1,-1
1142,堅持割喉割到斷，OPEC九月石油產出再破表,2015-10-1,0
1143,《美債》通膨預期降 10年債殖利率創今年最大季跌幅,2015-10-1,-1
1144,上證Q3挫28.6%、創08年Q1最大跌幅，企業信心崩盤,2015-10-1,-1
1145,QE無路用、歐元區通膨轉負，料年底前加碼寬鬆？,2015-10-1,-1
1146,iPhone 6s問題一籮筐？傳Touch ID-觸控-電源出狀況,2015-10-1,-1
1147,大逃殺！新興市場股債全倒，Q3狂失血4百億美元,2015-10-1,-1
1148,《農產品》供應低於預期 CBOT小麥黃豆上漲,2015-10-1,-1
1149,《貴金屬》COMEX黃金收低1% 第三季下跌5%,2015-10-1,1
1150,《美股》標普季跌幅4年高！生技、半導體股帶頭強彈,2015-10-1,1
1151,《金屬》嘉能可衝擊 LME鋅價Q3大跌15.5%,2015-10-1,1
1152,《油價》NYMEX原油上漲0.3% 第三季大跌24%,2015-10-1,1
1153,9月ISM芝加哥製造業崩跌，生產-價格支付創09年新低,2015-10-1,-1
1154,生華科CX-5461獲選為2015年加拿大SU2C-CBCF「抗乳癌夢幻團隊」所開發之新藥,2015-10-1,1
1155,嫌40億美元太少？Synaptics悍拒紅色供應鏈求親,2015-10-1,0
1156,日圓貶也拚不贏台廠！PCB廠CMK裁員、2座工廠停產,2015-10-1,-1
1157,一圖秒懂：美國製造業就業市況惡化、逾5年來最慘,2015-10-1,-1
1158,優你康董事會決議簽訂產品回收賠償備忘錄，最大損失預估為9434萬元,2015-10-1,-1
1159,《歐股》泛歐指彈逾2%，惟季線跌幅創四年之最,2015-10-1,-1
1160,蘋果6s沒賣不好？村田：10月訂單增30%、好環境再3年,2015-11-2,-1
1161,別跟眾人走！Gilburt：最後賣壓浮現、金價底部近,2015-11-2,0
1162,人行慷慨售德債、歐版QE免斷炊！德拉吉加碼寬鬆在望,2015-11-2,0
1163,沙國債信遭標普補刀，杜拜股市嚇跌2%、盪兩個月低,2015-11-2,-1
1164,南電受影響？虧不停，NGK宣布退出樹脂製IC載板市場,2015-11-2,0
1165,《農產品》出口帶動 CBOT農產品全面上漲,2015-11-2,0
1166,《貴金屬》COMEX黃金下跌0.5% ETF持倉減少,2015-11-2,-1
1167,《金屬》擔憂大陸需求 LME鎳價大跌3%,2015-11-2,1
1168,《油價》預期產量減 NYMEX原油上漲1.2%,2015-11-2,-1
1169,電子業年關難過，三星金雞母驚傳大規模裁員三成,2015-11-2,0
1170,F-合富：ICC香港的部分仲裁通知，Accuray應賠償公司約338萬美元,2015-11-2,0
1171,"力成擬私募上限普通股259,715,545股、暫訂每股75元，應募人為紫光集團可實質控制公司",2015-11-2,-1
1172,智崴與德國某公司簽訂二套體感模擬遊樂設備合約,2015-11-2,-1
1173,《美債》2年債殖利率月增幅創二月高！關注就業報告,2015-11-2,-1
1174,華容前3季合併每股稅後盈餘為0.31元,2015-11-2,-1
1175,《美股》煉油毛利夯、能源股歡騰！標普月漲幅4年高,2015-11-2,-1
1176,泰博擬透過100%持股之子公司與江蘇魚躍醫用儀器簽訂合作協議,2015-11-2,-1
1177,夏普證實找人合作！鴻海以靜制動、等著INCJ協商破局？,2015-11-2,1
1178,《歐股》泛歐指10月創六年最大漲幅，慎防漲多拉回,2015-11-2,-1
1179,大數據分析、AI崛起！霸榮點名美光、Nvidia受惠,2015-11-2,-1
1180,《日股》獲利了結 日經瀉400點；夏普破底-瑞薩跳水,2015-11-2,-1
1181,印度製造業PMI盪22個月低、瀕臨衰退，股匯同泣,2015-11-2,1
1182,不只鋼鐵業！陸礦業也告急、倒債潮風雨欲來,2015-11-2,-1
1183,FED升息預期升至五成，當心美債年末績效恐被咬,2015-11-2,-1
1184,紫光入股力成，因遭三大廠峻拒、DRAM美夢破滅？,2015-11-2,0
1185,A股ETF賣權買氣狂飆！瑞銀不理會、看陸股Q3觸底,2015-11-2,0
1186,MCU市況惡化！瑞薩看衰本季純益恐驟減9成、股價崩,2015-11-2,0
1187,出口訂單回神，10月財新中國製造業PMI勝預期,2015-11-2,0
1188,《日股》獲利了結 日經早盤挫1.87%；夏普崩跌破底,2015-11-2,-1
1189,國光生：公司產製的流感疫苗獲得大陸食品藥品監督管理總局藥證,2015-11-2,0
1190,FED經濟模型直指升息箭在弦上，黃金連四摔摜破季線,2015-11-2,1
1191,走勢與基金面脫鉤、央行恐降息，明年澳幣將重貶？,2015-12-1,0
1192,墨比爾斯：原物料最快明年復甦，看好金磚+越南,2015-12-1,0
1193,印度央行凍結利率，靜觀歐美貨幣政策分流,2015-12-1,0
1194,《日股》日經大漲1.3%衝上2萬點、創3個月高,2015-12-1,1
1195,自家人也看衰、南非幣歷史低！南非央行緊盯FED升息,2015-12-1,0
1196,慎防明年通膨反彈超出預期，貝萊德喊買TIPS保本,2015-12-1,1
1197,熊出沒注意！中國ETF空單破新高、股災恐重演？,2015-12-1,-1
1198,降息效果不如以往？澳洲央行按兵不動、澳元跳升,2015-12-1,0
1199,新台幣兌美元匯價中午暫收32.675元，升值1.55角,2015-12-1,-1
1200,FED升息慢慢來，高盛預判每季頂多調高一碼,2015-12-1,1
1201,石油、天然氣垃圾債爆重災！不良債飆 09年慘況重現,2015-12-1,-1
1202,《日股》企業設備投資讚 日經早盤漲1%；Sony勁揚,2015-12-1,-1
1203,提早佈局美國製造，外資力薦台積、三星競買格羅方德,2015-12-1,-1
1204,GDP將上修？日企設備投資超讚、創8年來最大增幅,2015-12-1,-1
1205,空軍突襲太陽能股！Solarcity為頭號目標、季線瀉30%,2015-12-1,0
1206,台11月製造業PMI降至45.1，連五個月呈緊縮,2015-12-1,-1
1207,拆解蘋果A9X：雙核心CPU、12叢集GPU、台積電代工,2015-12-1,1
1208,蘋果iPhone 7支援無線充電、Type-C？傳試作機測試中,2015-12-1,0
1209,聯電佈局大陸再超前，新12吋晶圓廠搶明年Q3投產,2015-12-1,-1
1210,陸11月製造業PMI降至49.6，連四個月低於50,2015-12-1,-1
1211,人民幣獲IMF納SDR、歐元權重大降！人幣先升後貶,2015-12-1,1
1212,QQE按兵不動，明年日圓絕地反攻、漲勢更勝美元？,2015-12-1,0
1213,買股慘賠！GPIF狂虧7.88兆日圓、創史上最大虧損,2015-12-1,-1
1214,《美國經濟》新接訂單急凍，11月芝加哥PMI再陷萎縮,2015-12-1,1
1215,《美債》靜待葉倫談話、年底買盤湧進 殖利率略跌,2015-12-1,1
1216,IMF宣布人民幣納入SDR、權重10.92%，明年10月生效,2015-12-1,-1
1217,流動性乾涸！垃圾債賣壓沉重、股市也在劫難逃？,2015-12-1,0
1218,《農產品》出口需求佳 CBOT黃豆玉米上漲,2015-12-1,0
1219,《貴金屬》COMEX黃金收漲近1% 年內仍下跌10%,2015-12-1,1
1220,《金屬》大陸生產商減產 LME金屬多數上漲,2015-12-1,-1
1221,《油價》OPEC產量增 NYMEX原油下跌0.1%,2015-12-1,1
1222,鴻海要加把勁？傳INCJ擬讓JDI出手、吃下夏普面板事業,2015-12-1,-1
1223,美元指數11月漲幅創今年次高，對沖基金續加碼作多,2015-12-1,1
1224,《美股》零售股臉黑、道瓊跌；重量級事件本週車輪戰,2015-12-1,-1
1225,《歐股》ECB加碼寬鬆可期，汽車、原物料股領漲泛歐指,2015-12-1,-1
1226,昱晶自結11月獲利1.62億，每股稅後0.36元,2015-12-31,-1
1227,美企股票回購不敵法人賣壓，PKW恐創08年首見下跌,2015-12-31,-1
1228,拚擴產衝業績？特斯拉招兵廣告洩天機,2015-12-31,0
1229,陸經濟增速下滑中，人幣中間價全年貶6%、H股跌19%,2015-12-31,-1
1230,前所未見！在岸人幣年貶4.7%、創20年最大跌幅,2015-12-31,-1
1231,台積電心碎！超微大單獎落格羅方德，三星坐享漁翁之利,2015-12-31,-1
1232,力挺巴黎協議！印度大幅加碼屋頂太陽能板補貼預算,2015-12-31,0
1233,別杞人憂天！中國ETF表現冠全球、DJSZ暴衝近70%,2015-12-31,1
1234,富邦金咎由自取？Delta流動性虛，錯把地雷當金雞母,2015-12-31,0
1235,2016年全球跑得動虛擬實境的PC預估不超過1%,2015-12-31,-1
1236,鐵礦砂九連漲！料明年先跌後漲、有望重回50美元？,2015-12-31,-1
1237,房租漲太兇，南韓12月份通膨飆近1年半新高,2015-12-31,-1
1238,愛瘋難賣、蘋果併購求成長？或買Adobe、GoPro、特斯拉,2015-12-31,1
1239,美資砍海外股基，泰、巴、印尼2015年跌幅達兩位數,2015-12-31,0
1240,有夠犀利！聯發科曦力X20刷新GeekBench測試記錄,2015-12-31,-1
1241,IMF拉加德：美升息、陸趨緩，當心引爆債務違約潮,2015-12-31,1
1242,全球資金避風港！加國公債報酬傲視先進國、達3.6%,2015-12-31,-1
1243,LG打造最強旗艦機，傳G5搭載雙螢幕雙鏡頭、魔術插槽,2015-12-31,0
1244,沙國不減產，俄國認輸、2016年原油預估砍至40美元,2015-12-31,-1
1245,《美債》料FED續升息！長債殖利率高、國際利差創近10年之最,2015-12-31,-1
1246,《農產品》出口需求疲弱 CBOT小麥玉米跌逾1%,2015-12-31,-1
1247,《貴金屬》油價重挫拖累 COMEX黃金下跌0.8%,2015-12-31,-1
1248,《金屬》關注大陸需求 LME金屬漲跌互見,2015-12-31,1
1249,《油價》庫存增需求弱 NYMEX原油跌逾3%,2015-12-31,1
1250,F-矽力擬向Maxim Integrated購買智慧電表及能源監控業務部門，計1.05億美元,2015-12-31,-1
1251,玉石俱焚？沙國重申產出無上限，嗆油價再低都不怕,2015-12-31,0
1252,《美股》IMF拉加德看淡2016景氣，道瓊全年恐收低,2015-12-31,1
1253,《歐股》量能急凍！泛歐指收低、月線恐創13年同期最大跌幅,2015-12-31,-1
1254,聯發科上季毛利率跌破4成-EPS 2.83元 去年EPS 16.6元,2016-2-1,1
1255,《日股》日經續揚大漲1.98%；夏普衝2個月高、Sony飆,2016-2-1,1
1256,日本負利率後遺症：人幣恐突襲重貶、川普氣勢更旺,2016-2-1,0
1257,三星釋出邀請函，Galaxy S7開箱見客就在2-21,2016-2-1,0
1258,中國鋼材流竄 新日鐵再砍財測；宣布收購日新製鋼,2016-2-1,-1
1259,香港元月房地產成交量創逾25年新低，泡沫破滅ING,2016-2-1,0
1260,歐美日誓寬鬆、新興市場回神？印尼盾衝高 10月最強,2016-2-1,0
1261,盧比摔逾兩年低無礙印央降息？美林：通膨仍受控,2016-2-1,-1
1262,中國鋼廠盈轉虧！鞍鋼：2015年恐將慘賠將近44億元,2016-2-1,-1
1263,美元太強、科技業哭成淚海！蘋果放話砍供應鏈價格,2016-2-1,0
1264,311來首見！鋼廠爆炸缺料，豐田日本組裝廠全面停工,2016-2-1,-1
1265,新台幣兌美元匯價中午暫收33.378元，升值2.72角,2016-2-1,1
1266,FinTech超夯！小摩、Blythe Masters攜手試驗區塊鏈,2016-2-1,0
1267,歐洲負利率經驗：銀行股股價慘跌，瑞士CPI仍為負數,2016-2-1,-1
1268,鋼鐵業今年不悲觀，全球預估產出將回復成長,2016-2-1,-1
1269,台1月製造業PMI升至51.3%，由緊縮轉為擴張,2016-2-1,1
1270,產油國如賭客！賠錢就拒下賭桌、梭哈力搏翻本,2016-2-1,-1
1271,《日股》日經早盤揚升1.8%；夏普大漲、Sony狂飆13%,2016-2-1,-1
1272,面對30美元油價、沙國可撐多久？CNBC：2年後大限到,2016-2-1,-1
1273,中國官版製造業PMI盪3年低！財新：當心硬著陸風險,2016-2-1,1
1274,日本太陽能大整併？傳夏普-昭和恐合併、京瓷也有興趣,2016-2-1,-1
1275,澳洲元月通膨加速，RBA本週二預料按兵不動,2016-2-1,-1
1276,產油國首波紓困海嘯來了！奈國告急 獅子大開口借錢,2016-2-1,-1
1277,香港銀行業獲利海嘯來最差，陸銀行淨利增速逼近零,2016-2-1,0
1278,被中國逼的！日本高爐廠大整併、新日鐵傳併日新製鋼,2016-2-1,1
1279,豈止是一個「慘」字形容，委內瑞拉政經恐全面崩潰,2016-2-1,0
1280,巴菲特上週再砸2億美元買石油股！Phillips 66嗨翻,2016-2-1,1
1281,蘋果舉債發股利本益比卻縮減，庫克拋股時點受關注,2016-2-1,-1
1282,郭董有信心能勝出！？傳夏普不信任鴻海、較尬意INCJ,2016-2-1,0
1283,IMF批沙國還在醉生夢死，不縮衣節食就等破產,2016-2-1,-1
1284,上證創7年來最大單月跌幅，融資破紀錄連續20天縮減,2016-2-1,-1
1285,不甩警告！索羅斯們獵殺人民幣，如雨後春筍般湧現,2016-2-1,-1
1286,黃金原油價格比續升！美股1月爆大量、基金狂失血,2016-2-1,-1
1287,前英國央行總裁：新金融危機必然發生、歐元區註定解體,2016-3-1,-1
1288,《日股》日經翻紅漲0.37%；夏普連5挫、創1個月低,2016-3-1,1
1289,光環104年合併獲利7.8億元，每股稅後8.04元,2016-3-1,-1
1290,果粉失望！傳iPhone 7沒防水、沒雙鏡頭；續用金屬殼,2016-3-1,-1
1291,澳元喘口氣！RBA再掛免戰牌，利率連九凍,2016-3-1,-1
1292,iPhone減產影響顯現！日廠電子零件出貨34個月來首降,2016-3-1,0
1293,FED重量級官員：美國經濟出現分歧訊號、下行風險升,2016-3-1,-1
1294,兩岸晶圓實力躍進，台灣稱霸全球、中國擠進前五強,2016-3-1,0
1295,酷寒！ISM芝加哥、德州製造業就業指數創09年新低,2016-3-1,1
1296,人行降準、實因錢荒太嚴重？人幣恐續貶、匯市剉著等,2016-3-1,0
1297,新台幣兌美元匯價中午暫收33.174元，升值3.18角,2016-3-1,1
1298,《日股》日圓升、陸PMI遜 日經早盤翻黑；夏普續挫,2016-3-1,1
1299,雪梨房價4個月狂摔近9%，RBA淡定、澳元嚇軟腳,2016-3-1,1
1300,銀彈失靈！陸官版PMI破底，上證首兩月表現比08年慘,2016-3-1,-1
1301,"宏達電Vive預購開跑，前十分鐘熱賣逾15,000組",2016-3-1,-1
1302,不怕景氣差！巴菲特：越跌買越多、美股價值終會成長,2016-3-1,-1
1303,史上最長衰退！南韓出口連14個月年跌、星連3年下滑,2016-3-1,0
1304,陸2月製造業PMI降至49，創2011年11月以來新低,2016-3-1,-1
1305,"米5來了、小米出運了！？預購訂單衝破1,600萬件",2016-3-1,-1
1306,NAND軍備競賽增溫，海力士砸15.5兆韓圜蓋新廠,2016-3-1,-1
1307,負利率作祟？黃金報酬飆、礦商月線創18年最大漲幅,2016-3-1,-1
1308,美元兌日圓創08年最大跌幅，日圓多單創2012年新高,2016-3-1,-1
1309,美頁岩油增產門檻降至40美元，恐逼死沙烏地阿拉伯,2016-3-1,-1
1310,陸人行宣布調降存準率2碼，釋放流動性約7千億RMB,2016-3-1,-1
1311,F-喜康子公司與美Affinita Biotech簽署長期委託開發與製造合約,2016-3-1,1
1312,《美債》美長債殖利率連2個月下滑、跌幅創近4年之最,2016-3-1,-1
1313,《美股》總經遜、生技領跌，那指、標普月線三連跌,2016-3-1,-1
1314,《農產品》南美作物豐收 CBOT黃豆玉米下跌,2016-3-1,-1
1315,《貴金屬》黃金月線創4年最大漲幅 ETF大增,2016-3-1,-1
1316,《金屬》大陸刺激經濟 LME金屬多數上漲,2016-3-1,1
1317,《油價》OPEC產量下滑 NYMEX原油大漲3%,2016-3-1,-1
1318,"三星有信心、S7銷量將超越S6？傳首季產量1,720萬支",2016-3-1,1
1319,搶摸底！富蘭克林坦伯頓押陸股、新債券天王押美股,2016-3-1,-1
1320,亞矽：將與Intel結束代理合約，其佔公司最近一會計年度合併財報進貨金額比例32.53%,2016-3-1,1
1321,億豐：Hunter douglas主張無拉繩蜂巢簾產品侵害其美國專利，在美國對公司提起訴訟,2016-3-1,0
1322,夏普低頭謝罪！與鴻海無限期延長協商、股價3天崩26%,2016-3-1,-1
1323,《歐股》大陸人行送驚喜！泛歐指大甩尾、日K紅三兵,2016-3-1,-1
1324,美國企業庫存增額創1947年最高，Q4 GDP憂喜參半,2016-3-1,-1
1325,密大調查顯示美國長期通膨預期平歷史最低紀錄,2016-3-1,-1
1326,《日股》日經狂瀉594點、創1個月低；夏普重挫,2016-4-1,-1
1327,港澳慘！香港零售、澳門博弈分別連跌12、22個月,2016-4-1,-1
1328,破產不等於減產？債權人死命撐起頁岩油 催鑽油還債,2016-4-1,0
1329,《韓股》北韓搗亂、土洋法人齊賣，KOSPI重挫1.1%,2016-4-1,0
1330,未嫁進門先拿錢！傳鴻海已支付1千億保證金給夏普,2016-4-1,-1
1331,特斯拉Model 3訂單擠爆！僅24小時就獲逾11.5萬筆,2016-4-1,1
